scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,hits@1,hits@5,hits@10,precision@1,precision@5,precision@10,mrr
ground_truth_size_3,0,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW'), ('containsIngredient', 'SPAGHETTI,WHOLE-WHEAT,DRY')]",1,0.0,1.0,1.0,0.0,0.2,0.1,0.2
ground_truth_size_3,1,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW'), ('containsIngredient', 'Soy sauce salt')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
ground_truth_size_3,2,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
ground_truth_size_3,3,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'MUSHROOMS,SHIITAKE,RAW'), ('containsIngredient', 'Catsup')]",1,0.0,0.0,1.0,0.0,0.0,0.1,0.1111111111111111
ground_truth_size_3,4,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'SPAGHETTI,WHOLE-WHEAT,DRY'), ('containsIngredient', 'Soy sauce salt')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542
ground_truth_size_3,5,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'SPAGHETTI,WHOLE-WHEAT,DRY'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.002053388090349076
ground_truth_size_3,6,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'SPAGHETTI,WHOLE-WHEAT,DRY'), ('containsIngredient', 'Catsup')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0020920502092050207
ground_truth_size_3,7,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'Soy sauce salt'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198
ground_truth_size_3,8,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'Soy sauce salt'), ('containsIngredient', 'Catsup')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.002136752136752137
ground_truth_size_3,9,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0011235955056179776
ground_truth_size_3,10,"[('containsIngredient', 'WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'Catsup')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0012804097311139564
