scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,precision@1,precision@5,precision@10,mrr
4508,0,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,6.175889328063241e-05
4509,1,"[('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'oven')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0005252100840336134
4510,2,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'brunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Oceania')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0004914004914004914
4511,3,"[('HasProteinLevel', 'Low Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Caribbean')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00034153005464480874
4512,4,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Global')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00014490653528474135
4513,5,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,1.8292571386759837e-05
4514,6,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0003322259136212625
4515,7,"[('isForMealType', 'drink'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00015441630636195183
4516,8,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Latin America')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.000177430801987225
4517,9,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506
4518,10,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,1.8034265103697025e-05
4519,11,"[('isForMealType', 'dessert'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.003875968992248062
4520,12,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683
4521,13,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'brunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Oceania')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,2.1393577647990073e-05
4522,14,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink'), ('usesCookingMethod', 'oven')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,9.624639076034648e-05
4523,15,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'lunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Latin America')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0006002400960384153
4524,16,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.5
4525,17,"[('isForMealType', 'starter'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
4526,18,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407408
4527,19,"[('isForMealType', 'brunch'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.002898550724637681
